id,breed
24272,miniature_poodle
24273,maltese_dog
24274,standard_schnauzer
24275,japanese_spaniel
24276,blenheim_spaniel
24277,schipperke
24278,norfolk_terrier
24279,italian_greyhound
24280,soft-coated_wheaten_terrier
24281,cairn
24282,soft-coated_wheaten_terrier
24283,bluetick
24284,komondor
24285,shetland_sheepdog
24286,rottweiler
24287,old_english_sheepdog
24288,staffordshire_bullterrier
24289,french_bulldog
24290,miniature_poodle
24291,cardigan
24292,borzoi
24293,bouvier_des_flandres
24294,beagle
24295,scotch_terrier
24296,airedale
24297,rhodesian_ridgeback
24298,english_setter
24299,norwich_terrier
24300,pug
24301,toy_poodle
24302,bluetick
24303,lhasa
24304,bluetick
24305,rhodesian_ridgeback
24306,australian_terrier
24307,clumber
24308,golden_retriever
24309,beagle
24310,standard_schnauzer
24311,afghan_hound
24312,newfoundland
24313,great_dane
24314,shih-tzu
24315,malamute
24316,soft-coated_wheaten_terrier
24317,malinois
24318,samoyed
24319,clumber
24320,toy_terrier
24321,boston_bull
24322,french_bulldog
24323,boxer
24324,newfoundland
24325,afghan_hound
24326,tibetan_mastiff
24327,komondor
24328,rottweiler
24329,gordon_setter
24330,schipperke
24331,english_foxhound
24332,boston_bull
24333,saint_bernard
24334,staffordshire_bullterrier
24335,flat-coated_retriever
24336,norfolk_terrier
24337,irish_setter
24338,bloodhound
24339,ibizan_hound
24340,labrador_retriever
24341,black-and-tan_coonhound
24342,basset
24343,entlebucher
24344,rhodesian_ridgeback
24345,bernese_mountain_dog
24346,papillon
24347,toy_terrier
24348,eskimo_dog
24349,basenji
24350,briard
24351,miniature_schnauzer
24352,dandie_dinmont
24353,whippet
24354,silky_terrier
24355,malinois
24356,dandie_dinmont
24357,dandie_dinmont
24358,irish_water_spaniel
24359,dandie_dinmont
24360,newfoundland
24361,labrador_retriever
24362,walker_hound
24363,bedlington_terrier
24364,malamute
24365,lakeland_terrier
24366,siberian_husky
24367,groenendael
24368,entlebucher
24369,sussex_spaniel
24370,bloodhound
24371,redbone
24372,redbone
24373,great_pyrenees
24374,golden_retriever
24375,mexican_hairless
24376,bernese_mountain_dog
24377,maltese_dog
24378,miniature_schnauzer
24379,flat-coated_retriever
24380,miniature_schnauzer
24381,silky_terrier
24382,whippet
24383,cairn
24384,black-and-tan_coonhound
24385,kuvasz
24386,german_short-haired_pointer
24387,chihuahua
24388,australian_terrier
24389,bull_mastiff
24390,basenji
24391,dhole
24392,pekinese
24393,miniature_schnauzer
24394,wire-haired_fox_terrier
24395,bouvier_des_flandres
24396,english_foxhound
24397,giant_schnauzer
24398,collie
24399,dandie_dinmont
24400,miniature_pinscher
24401,siberian_husky
24402,otterhound
24403,soft-coated_wheaten_terrier
24404,rottweiler
24405,mexican_hairless
24406,afghan_hound
24407,chow
24408,norfolk_terrier
24409,toy_poodle
24410,tibetan_mastiff
24411,border_collie
24412,leonberg
24413,collie
24414,malamute
24415,cairn
24416,shih-tzu
24417,kelpie
24418,gordon_setter
24419,golden_retriever
24420,pembroke
24421,cairn
24422,sussex_spaniel
24423,black-and-tan_coonhound
24424,boxer
24425,soft-coated_wheaten_terrier
24426,german_short-haired_pointer
24427,norfolk_terrier
24428,norwegian_elkhound
24429,appenzeller
24430,miniature_pinscher
24431,kelpie
24432,lhasa
24433,papillon
24434,cairn
24435,whippet
24436,miniature_poodle
24437,rhodesian_ridgeback
24438,pug
24439,irish_water_spaniel
24440,wire-haired_fox_terrier
24441,cocker_spaniel
24442,beagle
24443,gordon_setter
24444,toy_poodle
24445,labrador_retriever
24446,bernese_mountain_dog
24447,norwegian_elkhound
24448,malamute
24449,leonberg
24450,shetland_sheepdog
24451,malinois
24452,bull_mastiff
24453,great_dane
24454,basset
24455,border_terrier
24456,papillon
24457,beagle
24458,entlebucher
24459,rottweiler
24460,blenheim_spaniel
24461,siberian_husky
24462,groenendael
24463,silky_terrier
24464,miniature_poodle
24465,west_highland_white_terrier
24466,english_springer
24467,maltese_dog
24468,bernese_mountain_dog
24469,scottish_deerhound
24470,scotch_terrier
24471,cardigan
24472,newfoundland
24473,japanese_spaniel
24474,english_foxhound
24475,saluki
24476,irish_water_spaniel
24477,greater_swiss_mountain_dog
24478,sealyham_terrier
24479,newfoundland
24480,irish_setter
24481,ibizan_hound
24482,japanese_spaniel
24483,chow
24484,boxer
24485,mexican_hairless
24486,brittany_spaniel
24487,toy_terrier
24488,brabancon_griffon
24489,shetland_sheepdog
24490,african_hunting_dog
24491,labrador_retriever
24492,dhole
24493,scotch_terrier
24494,weimaraner
24495,bloodhound
24496,papillon
24497,chihuahua
24498,toy_poodle
24499,dingo
24500,airedale
24501,otterhound
24502,bull_mastiff
24503,eskimo_dog
24504,old_english_sheepdog
24505,borzoi
24506,gordon_setter
24507,brabancon_griffon
24508,labrador_retriever
24509,vizsla
24510,rottweiler
24511,basset
24512,boxer
24513,curly-coated_retriever
24514,dingo
24515,collie
24516,shih-tzu
24517,chow
24518,kelpie
24519,papillon
24520,entlebucher
24521,french_bulldog
24522,doberman
24523,brabancon_griffon
24524,blenheim_spaniel
24525,tibetan_mastiff
24526,borzoi
24527,toy_poodle
24528,dandie_dinmont
24529,miniature_pinscher
24530,boxer
24531,bluetick
24532,border_terrier
24533,miniature_poodle
24534,tibetan_terrier
24535,basset
24536,border_collie
24537,basenji
24538,affenpinscher
24539,clumber
24540,curly-coated_retriever
24541,mexican_hairless
24542,toy_terrier
24543,scottish_deerhound
24544,rottweiler
24545,toy_terrier
24546,curly-coated_retriever
24547,african_hunting_dog
24548,old_english_sheepdog
24549,bull_mastiff
24550,chihuahua
24551,pekinese
24552,rhodesian_ridgeback
24553,wire-haired_fox_terrier
24554,cocker_spaniel
24555,miniature_poodle
24556,eskimo_dog
24557,miniature_schnauzer
24558,kelpie
24559,toy_poodle
24560,labrador_retriever
24561,collie
24562,rottweiler
24563,curly-coated_retriever
24564,irish_setter
24565,newfoundland
24566,mexican_hairless
24567,maltese_dog
24568,basenji
24569,curly-coated_retriever
24570,boston_bull
24571,english_foxhound
24572,afghan_hound
24573,basset
24574,miniature_schnauzer
24575,cardigan
24576,weimaraner
24577,australian_terrier
24578,blenheim_spaniel
24579,german_short-haired_pointer
24580,flat-coated_retriever
24581,scottish_deerhound
24582,lhasa
24583,beagle
24584,gordon_setter
24585,english_springer
24586,norwich_terrier
24587,dandie_dinmont
24588,chesapeake_bay_retriever
24589,wire-haired_fox_terrier
24590,boston_bull
24591,bull_mastiff
24592,saluki
24593,appenzeller
24594,walker_hound
24595,appenzeller
24596,papillon
24597,samoyed
24598,basenji
24599,dandie_dinmont
24600,scottish_deerhound
24601,dingo
24602,border_terrier
24603,boston_bull
24604,border_terrier
24605,siberian_husky
24606,border_collie
24607,lakeland_terrier
24608,irish_terrier
24609,scottish_deerhound
24610,irish_wolfhound
24611,scottish_deerhound
24612,papillon
24613,malinois
24614,papillon
24615,giant_schnauzer
24616,border_terrier
24617,vizsla
24618,great_dane
24619,japanese_spaniel
24620,pug
24621,dandie_dinmont
24622,american_staffordshire_terrier
24623,west_highland_white_terrier
24624,leonberg
24625,maltese_dog
24626,tibetan_terrier
24627,basset
24628,shetland_sheepdog
24629,norfolk_terrier
24630,silky_terrier
24631,miniature_pinscher
24632,newfoundland
24633,basenji
24634,wire-haired_fox_terrier
24635,walker_hound
24636,staffordshire_bullterrier
24637,samoyed
24638,airedale
24639,tibetan_terrier
24640,pug
24641,blenheim_spaniel
24642,german_short-haired_pointer
24643,irish_setter
24644,great_dane
24645,clumber
24646,west_highland_white_terrier
24647,cardigan
24648,saluki
24649,affenpinscher
24650,welsh_springer_spaniel
24651,english_foxhound
24652,old_english_sheepdog
24653,redbone
24654,samoyed
24655,schipperke
24656,black-and-tan_coonhound
24657,irish_setter
24658,malinois
24659,maltese_dog
24660,appenzeller
24661,entlebucher
24662,english_setter
24663,airedale
24664,cairn
24665,saint_bernard
24666,redbone
24667,kerry_blue_terrier
24668,dandie_dinmont
24669,samoyed
24670,irish_wolfhound
24671,irish_terrier
24672,french_bulldog
24673,doberman
24674,standard_poodle
24675,basset
24676,wire-haired_fox_terrier
24677,komondor
24678,dandie_dinmont
24679,blenheim_spaniel
24680,english_springer
24681,italian_greyhound
24682,english_setter
24683,american_staffordshire_terrier
24684,lakeland_terrier
24685,gordon_setter
24686,cocker_spaniel
24687,blenheim_spaniel
24688,bedlington_terrier
24689,golden_retriever
24690,samoyed
24691,italian_greyhound
24692,border_terrier
24693,eskimo_dog
24694,cairn
24695,chow
24696,komondor
24697,basset
24698,cocker_spaniel
24699,pomeranian
24700,mexican_hairless
24701,mexican_hairless
24702,mexican_hairless
24703,weimaraner
24704,norwich_terrier
24705,dingo
24706,west_highland_white_terrier
24707,english_foxhound
24708,english_foxhound
24709,lakeland_terrier
24710,dingo
24711,cardigan
24712,brabancon_griffon
24713,black-and-tan_coonhound
24714,papillon
24715,vizsla
24716,wire-haired_fox_terrier
24717,toy_terrier
24718,australian_terrier
24719,appenzeller
24720,toy_poodle
24721,irish_water_spaniel
24722,norfolk_terrier
24723,chow
24724,border_collie
24725,basenji
24726,dandie_dinmont
24727,chihuahua
24728,kelpie
24729,beagle
24730,bernese_mountain_dog
24731,border_terrier
24732,saint_bernard
24733,tibetan_terrier
24734,boston_bull
24735,kuvasz
24736,irish_water_spaniel
24737,papillon
24738,leonberg
24739,dhole
24740,tibetan_mastiff
24741,dhole
24742,kuvasz
24743,old_english_sheepdog
24744,ibizan_hound
24745,groenendael
24746,rhodesian_ridgeback
24747,cardigan
24748,bouvier_des_flandres
24749,appenzeller
24750,airedale
24751,leonberg
24752,norwegian_elkhound
24753,bluetick
24754,american_staffordshire_terrier
24755,briard
24756,maltese_dog
24757,standard_schnauzer
24758,afghan_hound
24759,brabancon_griffon
24760,norfolk_terrier
24761,norwegian_elkhound
24762,yorkshire_terrier
24763,sussex_spaniel
24764,irish_water_spaniel
24765,vizsla
24766,west_highland_white_terrier
24767,australian_terrier
24768,golden_retriever
24769,soft-coated_wheaten_terrier
24770,rottweiler
24771,pomeranian
24772,welsh_springer_spaniel
24773,ibizan_hound
24774,collie
24775,english_springer
24776,french_bulldog
24777,mexican_hairless
24778,dingo
24779,german_short-haired_pointer
24780,french_bulldog
24781,bernese_mountain_dog
24782,kelpie
24783,lakeland_terrier
24784,soft-coated_wheaten_terrier
24785,japanese_spaniel
24786,great_dane
24787,pomeranian
24788,groenendael
24789,pembroke
24790,welsh_springer_spaniel
24791,mexican_hairless
24792,flat-coated_retriever
24793,yorkshire_terrier
24794,afghan_hound
24795,sussex_spaniel
24796,pekinese
24797,chesapeake_bay_retriever
24798,malinois
24799,standard_poodle
24800,appenzeller
24801,dhole
24802,mexican_hairless
24803,scotch_terrier
24804,shih-tzu
24805,lhasa
24806,labrador_retriever
24807,cairn
24808,wire-haired_fox_terrier
24809,wire-haired_fox_terrier
24810,weimaraner
24811,borzoi
24812,malinois
24813,rottweiler
24814,african_hunting_dog
24815,vizsla
24816,airedale
24817,cocker_spaniel
24818,blenheim_spaniel
24819,german_short-haired_pointer
24820,chihuahua
24821,african_hunting_dog
24822,border_collie
24823,italian_greyhound
24824,chesapeake_bay_retriever
24825,japanese_spaniel
24826,afghan_hound
24827,shetland_sheepdog
24828,english_foxhound
24829,papillon
24830,pembroke
24831,english_foxhound
24832,otterhound
24833,english_setter
24834,airedale
24835,otterhound
24836,staffordshire_bullterrier
24837,shetland_sheepdog
24838,entlebucher
24839,irish_wolfhound
24840,irish_setter
24841,eskimo_dog
24842,brittany_spaniel
24843,brabancon_griffon
24844,papillon
24845,malinois
24846,siberian_husky
24847,soft-coated_wheaten_terrier
24848,chihuahua
24849,groenendael
24850,papillon
24851,irish_terrier
24852,keeshond
24853,toy_terrier
24854,vizsla
24855,australian_terrier
24856,standard_schnauzer
24857,malinois
24858,walker_hound
24859,yorkshire_terrier
24860,siberian_husky
24861,cairn
24862,miniature_schnauzer
24863,border_terrier
24864,border_terrier
24865,english_springer
24866,brittany_spaniel
24867,bernese_mountain_dog
24868,beagle
24869,german_shepherd
24870,great_pyrenees
24871,shetland_sheepdog
24872,siberian_husky
24873,norfolk_terrier
24874,collie
24875,lhasa
24876,bouvier_des_flandres
24877,boston_bull
24878,silky_terrier
24879,toy_terrier
24880,ibizan_hound
24881,tibetan_terrier
24882,basenji
24883,airedale
24884,dandie_dinmont
24885,chesapeake_bay_retriever
24886,chihuahua
24887,ibizan_hound
24888,wire-haired_fox_terrier
24889,redbone
24890,clumber
24891,leonberg
24892,leonberg
24893,french_bulldog
24894,giant_schnauzer
24895,staffordshire_bullterrier
24896,standard_poodle
24897,irish_setter
24898,briard
24899,eskimo_dog
24900,yorkshire_terrier
24901,great_pyrenees
24902,doberman
24903,miniature_pinscher
24904,toy_terrier
24905,chesapeake_bay_retriever
24906,norwich_terrier
24907,cocker_spaniel
24908,australian_terrier
24909,english_springer
24910,sealyham_terrier
24911,bouvier_des_flandres
24912,greater_swiss_mountain_dog
24913,kuvasz
24914,blenheim_spaniel
24915,bouvier_des_flandres
24916,briard
24917,old_english_sheepdog
24918,tibetan_mastiff
24919,wire-haired_fox_terrier
24920,appenzeller
24921,staffordshire_bullterrier
24922,keeshond
24923,basenji
24924,lhasa
24925,toy_terrier
24926,irish_setter
24927,dhole
24928,groenendael
24929,lhasa
24930,collie
24931,american_staffordshire_terrier
24932,gordon_setter
24933,affenpinscher
24934,redbone
24935,curly-coated_retriever
24936,doberman
24937,beagle
24938,irish_water_spaniel
24939,briard
24940,old_english_sheepdog
24941,saint_bernard
24942,sussex_spaniel
24943,chesapeake_bay_retriever
24944,english_foxhound
24945,samoyed
24946,lakeland_terrier
24947,keeshond
24948,affenpinscher
24949,basenji
24950,old_english_sheepdog
24951,maltese_dog
24952,ibizan_hound
24953,basenji
24954,wire-haired_fox_terrier
24955,norwegian_elkhound
24956,otterhound
24957,leonberg
24958,african_hunting_dog
24959,schipperke
24960,border_terrier
24961,basset
24962,australian_terrier
24963,french_bulldog
24964,afghan_hound
24965,basenji
24966,sealyham_terrier
24967,italian_greyhound
24968,bernese_mountain_dog
24969,norwich_terrier
24970,pug
24971,tibetan_mastiff
24972,gordon_setter
24973,malamute
24974,miniature_poodle
24975,bedlington_terrier
24976,rhodesian_ridgeback
24977,brittany_spaniel
24978,toy_poodle
24979,standard_poodle
24980,welsh_springer_spaniel
24981,english_setter
24982,border_collie
24983,flat-coated_retriever
24984,mexican_hairless
24985,saint_bernard
24986,old_english_sheepdog
24987,saint_bernard
24988,australian_terrier
24989,groenendael
24990,sealyham_terrier
24991,kerry_blue_terrier
24992,clumber
24993,appenzeller
24994,groenendael
24995,norwich_terrier
24996,curly-coated_retriever
24997,american_staffordshire_terrier
24998,schipperke
24999,pug
25000,doberman
25001,boxer
25002,wire-haired_fox_terrier
25003,samoyed
25004,black-and-tan_coonhound
25005,afghan_hound
25006,african_hunting_dog
25007,irish_wolfhound
25008,samoyed
25009,shetland_sheepdog
25010,chow
25011,sussex_spaniel
25012,kelpie
25013,tibetan_terrier
25014,bluetick
25015,samoyed
25016,english_springer
25017,tibetan_mastiff
25018,tibetan_mastiff
25019,staffordshire_bullterrier
25020,irish_water_spaniel
25021,appenzeller
25022,japanese_spaniel
25023,eskimo_dog
25024,pomeranian
25025,tibetan_terrier
25026,boston_bull
25027,briard
25028,miniature_poodle
25029,afghan_hound
25030,great_dane
25031,malinois
25032,giant_schnauzer
25033,bernese_mountain_dog
25034,affenpinscher
25035,american_staffordshire_terrier
25036,siberian_husky
25037,afghan_hound
25038,affenpinscher
25039,affenpinscher
25040,chihuahua
25041,saluki
25042,vizsla
25043,german_shepherd
25044,german_shepherd
25045,dandie_dinmont
25046,border_terrier
25047,otterhound
25048,welsh_springer_spaniel
25049,giant_schnauzer
25050,pomeranian
25051,basset
25052,silky_terrier
25053,french_bulldog
25054,norfolk_terrier
25055,schipperke
25056,redbone
25057,ibizan_hound
25058,doberman
25059,west_highland_white_terrier
25060,irish_terrier
25061,papillon
25062,english_foxhound
25063,cardigan
25064,collie
25065,chow
25066,scotch_terrier
25067,shetland_sheepdog
25068,black-and-tan_coonhound
25069,pekinese
25070,scottish_deerhound
25071,saint_bernard
25072,cairn
25073,standard_poodle
25074,cardigan
25075,bernese_mountain_dog
25076,irish_water_spaniel
25077,english_setter
25078,german_short-haired_pointer
25079,clumber
25080,cairn
25081,soft-coated_wheaten_terrier
25082,maltese_dog
25083,bloodhound
25084,bluetick
25085,soft-coated_wheaten_terrier
25086,french_bulldog
25087,entlebucher
25088,doberman
25089,greater_swiss_mountain_dog
25090,italian_greyhound
25091,boxer
25092,afghan_hound
25093,bloodhound
25094,standard_schnauzer
25095,german_short-haired_pointer
25096,ibizan_hound
25097,scottish_deerhound
25098,pug
25099,norwegian_elkhound
25100,miniature_poodle
25101,rhodesian_ridgeback
25102,boston_bull
25103,rottweiler
25104,saint_bernard
25105,silky_terrier
25106,norfolk_terrier
25107,eskimo_dog
25108,tibetan_terrier
25109,sussex_spaniel
25110,english_foxhound
25111,irish_terrier
25112,entlebucher
25113,afghan_hound
25114,cardigan
25115,border_terrier
25116,old_english_sheepdog
25117,toy_terrier
25118,bedlington_terrier
25119,miniature_poodle
25120,komondor
25121,english_setter
25122,dandie_dinmont
25123,italian_greyhound
25124,airedale
25125,dandie_dinmont
25126,collie
25127,german_short-haired_pointer
25128,german_shepherd
25129,irish_water_spaniel
25130,kelpie
25131,basenji
25132,chihuahua
25133,pembroke
25134,lakeland_terrier
25135,irish_water_spaniel
25136,pomeranian
25137,blenheim_spaniel
25138,clumber
25139,irish_terrier
25140,saluki
25141,beagle
25142,wire-haired_fox_terrier
25143,standard_schnauzer
25144,tibetan_terrier
25145,saluki
25146,west_highland_white_terrier
25147,maltese_dog
25148,kelpie
25149,golden_retriever
25150,basset
25151,beagle
25152,irish_wolfhound
25153,english_springer
25154,french_bulldog
25155,pug
25156,mexican_hairless
25157,cairn
25158,irish_wolfhound
25159,yorkshire_terrier
25160,mexican_hairless
25161,groenendael
25162,old_english_sheepdog
25163,silky_terrier
25164,rhodesian_ridgeback
25165,irish_water_spaniel
25166,bedlington_terrier
25167,boston_bull
25168,gordon_setter
25169,eskimo_dog
25170,keeshond
25171,miniature_poodle
25172,scottish_deerhound
25173,english_foxhound
25174,leonberg
25175,bedlington_terrier
25176,english_foxhound
25177,giant_schnauzer
25178,pekinese
25179,gordon_setter
25180,entlebucher
25181,rottweiler
25182,kelpie
25183,appenzeller
25184,afghan_hound
25185,sealyham_terrier
25186,airedale
25187,kerry_blue_terrier
25188,rottweiler
25189,eskimo_dog
25190,german_short-haired_pointer
25191,bull_mastiff
25192,blenheim_spaniel
25193,walker_hound
25194,miniature_poodle
25195,papillon
25196,brabancon_griffon
25197,maltese_dog
25198,lakeland_terrier
25199,entlebucher
25200,samoyed
25201,standard_poodle
25202,clumber
25203,whippet
25204,briard
25205,norfolk_terrier
25206,schipperke
25207,brittany_spaniel
25208,irish_water_spaniel
25209,doberman
25210,west_highland_white_terrier
25211,dhole
25212,cairn
25213,walker_hound
25214,affenpinscher
25215,irish_water_spaniel
25216,beagle
25217,silky_terrier
25218,leonberg
25219,blenheim_spaniel
25220,labrador_retriever
25221,chesapeake_bay_retriever
25222,newfoundland
25223,irish_wolfhound
25224,siberian_husky
25225,samoyed
25226,whippet
25227,entlebucher
25228,french_bulldog
25229,bluetick
25230,irish_wolfhound
25231,dandie_dinmont
25232,basset
25233,norwegian_elkhound
25234,dingo
25235,collie
25236,schipperke
25237,curly-coated_retriever
25238,saluki
25239,brittany_spaniel
25240,ibizan_hound
25241,saint_bernard
25242,yorkshire_terrier
25243,wire-haired_fox_terrier
25244,pekinese
25245,giant_schnauzer
25246,boston_bull
25247,toy_poodle
25248,flat-coated_retriever
25249,whippet
25250,english_foxhound
25251,appenzeller
25252,english_foxhound
25253,french_bulldog
25254,rhodesian_ridgeback
25255,australian_terrier
25256,pomeranian
25257,standard_poodle
25258,afghan_hound
25259,soft-coated_wheaten_terrier
25260,flat-coated_retriever
25261,bull_mastiff
25262,sussex_spaniel
25263,saluki
25264,cocker_spaniel
25265,brabancon_griffon
25266,pomeranian
25267,kuvasz
25268,kuvasz
25269,english_setter
25270,german_shepherd
25271,airedale
25272,mexican_hairless
25273,australian_terrier
25274,eskimo_dog
25275,walker_hound
25276,golden_retriever
25277,appenzeller
25278,redbone
25279,irish_setter
25280,borzoi
25281,great_pyrenees
25282,keeshond
25283,beagle
25284,malamute
25285,walker_hound
25286,soft-coated_wheaten_terrier
25287,english_foxhound
25288,entlebucher
25289,chesapeake_bay_retriever
25290,brittany_spaniel
25291,basset
25292,kuvasz
25293,old_english_sheepdog
25294,miniature_schnauzer
25295,siberian_husky
25296,cairn
25297,doberman
25298,bouvier_des_flandres
25299,english_foxhound
25300,english_springer
25301,cardigan
25302,japanese_spaniel
25303,pomeranian
25304,french_bulldog
25305,dingo
25306,weimaraner
25307,bull_mastiff
25308,bedlington_terrier
25309,labrador_retriever
25310,norfolk_terrier
25311,malamute
25312,rhodesian_ridgeback
25313,pomeranian
25314,cairn
25315,doberman
25316,norwegian_elkhound
25317,rhodesian_ridgeback
25318,sealyham_terrier
25319,dandie_dinmont
25320,german_short-haired_pointer
25321,lhasa
25322,dandie_dinmont
25323,miniature_pinscher
25324,maltese_dog
25325,bernese_mountain_dog
25326,beagle
25327,tibetan_terrier
25328,english_setter
25329,kelpie
25330,rottweiler
25331,border_collie
25332,border_collie
25333,boston_bull
25334,yorkshire_terrier
25335,african_hunting_dog
25336,soft-coated_wheaten_terrier
25337,kelpie
25338,basenji
25339,vizsla
25340,staffordshire_bullterrier
25341,gordon_setter
25342,soft-coated_wheaten_terrier
25343,african_hunting_dog
25344,appenzeller
25345,pomeranian
25346,dhole
25347,silky_terrier
25348,kerry_blue_terrier
25349,basenji
25350,great_pyrenees
25351,malamute
25352,irish_terrier
25353,labrador_retriever
25354,italian_greyhound
25355,appenzeller
25356,bernese_mountain_dog
25357,lhasa
25358,redbone
25359,miniature_poodle
25360,old_english_sheepdog
25361,african_hunting_dog
25362,afghan_hound
25363,basset
25364,pug
25365,great_pyrenees
25366,lakeland_terrier
25367,bedlington_terrier
25368,standard_schnauzer
25369,chihuahua
25370,kerry_blue_terrier
25371,walker_hound
25372,scotch_terrier
25373,basenji
